00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                                                                                                                 0
0                                 0000000         000      0   00                                                    5            0
0              444444          00                               0    00                                                    5      0 
0                44    444   0000    120120120120                        0       00                                        5      0    
000000000000000000000000000000000000000000000111111111111000000000000000011111111100000000000000000000000000000000000000000000000000
